"Test Date","Test Type","Result","Count","Daily Positive Tests","Daily People Tested"
2020-08-13,"Antigen by DFA/IF","NEGATIVE",203,305,4051
2020-08-13,"PCR/amplification","NEGATIVE",3543,305,4051
2020-08-13,"Antigen by DFA/IF","POSITIVE",16,305,4051
2020-08-13,"PCR/amplification","POSITIVE",289,305,4051
2020-08-14,"Antigen by DFA/IF","NEGATIVE",192,456,4732
2020-08-14,"PCR/amplification","NEGATIVE",4084,456,4732
2020-08-14,"Antigen by DFA/IF","POSITIVE",17,456,4732
2020-08-14,"PCR/amplification","POSITIVE",439,456,4732
2020-08-15,"Antigen by DFA/IF","NEGATIVE",62,225,3636
2020-08-15,"PCR/amplification","NEGATIVE",3349,225,3636
2020-08-15,"Antigen by DFA/IF","POSITIVE",5,225,3636
2020-08-15,"PCR/amplification","POSITIVE",220,225,3636
2020-08-16,"Antigen by DFA/IF","NEGATIVE",42,279,3327
2020-08-16,"PCR/amplification","NEGATIVE",3006,279,3327
2020-08-16,"Antigen by DFA/IF","POSITIVE",2,279,3327
2020-08-16,"PCR/amplification","POSITIVE",277,279,3327
2020-08-17,"Antigen by DFA/IF","NEGATIVE",285,340,4280
2020-08-17,"PCR/amplification","NEGATIVE",3655,340,4280
2020-08-17,"Antigen by DFA/IF","POSITIVE",18,340,4280
2020-08-17,"PCR/amplification","POSITIVE",322,340,4280
2020-08-18,"Antigen by DFA/IF","NEGATIVE",171,383,4717
2020-08-18,"PCR/amplification","NEGATIVE",4163,383,4717
2020-08-18,"Antigen by DFA/IF","POSITIVE",9,383,4717
2020-08-18,"PCR/amplification","POSITIVE",374,383,4717
2020-08-19,"Antigen by DFA/IF","NEGATIVE",198,495,4862
2020-08-19,"PCR/amplification","NEGATIVE",4169,495,4862
2020-08-19,"Antigen by DFA/IF","POSITIVE",14,495,4862
2020-08-19,"PCR/amplification","POSITIVE",481,495,4862
2020-08-20,"Antigen by DFA/IF","NEGATIVE",177,402,4072
2020-08-20,"PCR/amplification","NEGATIVE",3493,402,4072
2020-08-20,"Antigen by DFA/IF","POSITIVE",21,402,4072
2020-08-20,"PCR/amplification","POSITIVE",381,402,4072
2020-08-21,"Antigen by DFA/IF","NEGATIVE",182,444,5328
2020-08-21,"PCR/amplification","NEGATIVE",4702,444,5328
2020-08-21,"Antigen by DFA/IF","POSITIVE",23,444,5328
2020-08-21,"PCR/amplification","POSITIVE",421,444,5328
2020-08-22,"Antigen by DFA/IF","NEGATIVE",130,253,3441
2020-08-22,"PCR/amplification","NEGATIVE",3058,253,3441
2020-08-22,"Antigen by DFA/IF","POSITIVE",12,253,3441
2020-08-22,"PCR/amplification","POSITIVE",241,253,3441
2020-08-23,"Antigen by DFA/IF","NEGATIVE",106,293,2875
2020-08-23,"PCR/amplification","NEGATIVE",2476,293,2875
2020-08-23,"Antigen by DFA/IF","POSITIVE",9,293,2875
2020-08-23,"PCR/amplification","POSITIVE",284,293,2875
2020-08-24,"Antigen by DFA/IF","NEGATIVE",290,442,4032
2020-08-24,"PCR/amplification","NEGATIVE",3300,442,4032
2020-08-24,"Antigen by DFA/IF","POSITIVE",26,442,4032
2020-08-24,"PCR/amplification","POSITIVE",416,442,4032
2020-08-25,"Antigen by DFA/IF","NEGATIVE",266,368,4367
2020-08-25,"PCR/amplification","NEGATIVE",3733,368,4367
2020-08-25,"Antigen by DFA/IF","POSITIVE",14,368,4367
2020-08-25,"PCR/amplification","POSITIVE",354,368,4367
2020-08-26,"Antigen by DFA/IF","NEGATIVE",261,437,4565
2020-08-26,"PCR/amplification","NEGATIVE",3867,437,4565
2020-08-26,"Antigen by DFA/IF","POSITIVE",27,437,4565
2020-08-26,"PCR/amplification","POSITIVE",410,437,4565
2020-08-27,"Antigen by DFA/IF","NEGATIVE",229,415,3799
2020-08-27,"PCR/amplification","NEGATIVE",3155,415,3799
2020-08-27,"Antigen by DFA/IF","POSITIVE",25,415,3799
2020-08-27,"PCR/amplification","POSITIVE",390,415,3799
2020-08-28,"Antigen by DFA/IF","NEGATIVE",263,466,4896
2020-08-28,"PCR/amplification","NEGATIVE",4167,466,4896
2020-08-28,"Antigen by DFA/IF","POSITIVE",30,466,4896
2020-08-28,"PCR/amplification","POSITIVE",436,466,4896
2020-08-29,"Antigen by DFA/IF","NEGATIVE",148,331,4036
2020-08-29,"PCR/amplification","NEGATIVE",3557,331,4036
2020-08-29,"Antigen by DFA/IF","POSITIVE",16,331,4036
2020-08-29,"PCR/amplification","POSITIVE",315,331,4036
2020-08-30,"Antigen by DFA/IF","NEGATIVE",134,237,2718
2020-08-30,"PCR/amplification","NEGATIVE",2347,237,2718
2020-08-30,"Antigen by DFA/IF","POSITIVE",11,237,2718
2020-08-30,"PCR/amplification","POSITIVE",226,237,2718
2020-08-31,"Antigen by DFA/IF","NEGATIVE",387,408,4094
2020-08-31,"PCR/amplification","NEGATIVE",3299,408,4094
2020-08-31,"Antigen by DFA/IF","POSITIVE",37,408,4094
2020-08-31,"PCR/amplification","POSITIVE",371,408,4094
2020-09-01,"Antigen by DFA/IF","NEGATIVE",350,442,4609
2020-09-01,"PCR/amplification","NEGATIVE",3817,442,4609
2020-09-01,"Antigen by DFA/IF","POSITIVE",22,442,4609
2020-09-01,"PCR/amplification","POSITIVE",420,442,4609
2020-09-02,"Antigen by DFA/IF","NEGATIVE",357,442,4601
2020-09-02,"PCR/amplification","NEGATIVE",3802,442,4601
2020-09-02,"Antigen by DFA/IF","POSITIVE",11,442,4601
2020-09-02,"PCR/amplification","POSITIVE",431,442,4601
2020-09-03,"Antigen by DFA/IF","NEGATIVE",272,409,4603
2020-09-03,"PCR/amplification","NEGATIVE",3922,409,4603
2020-09-03,"Antigen by DFA/IF","POSITIVE",18,409,4603
2020-09-03,"PCR/amplification","POSITIVE",391,409,4603
2020-09-04,"Antigen by DFA/IF","NEGATIVE",406,501,5049
2020-09-04,"PCR/amplification","NEGATIVE",4142,501,5049
2020-09-04,"Antigen by DFA/IF","POSITIVE",21,501,5049
2020-09-04,"PCR/amplification","POSITIVE",480,501,5049
2020-09-05,"Antigen by DFA/IF","NEGATIVE",153,393,4389
2020-09-05,"PCR/amplification","NEGATIVE",3843,393,4389
2020-09-05,"Antigen by DFA/IF","POSITIVE",8,393,4389
2020-09-05,"PCR/amplification","POSITIVE",385,393,4389
2020-09-06,"Antigen by DFA/IF","NEGATIVE",129,294,2828
2020-09-06,"PCR/amplification","NEGATIVE",2405,294,2828
2020-09-06,"Antigen by DFA/IF","POSITIVE",11,294,2828
2020-09-06,"PCR/amplification","POSITIVE",283,294,2828
2020-09-07,"Antigen by DFA/IF","NEGATIVE",119,345,2627
2020-09-07,"PCR/amplification","NEGATIVE",2163,345,2627
2020-09-07,"Antigen by DFA/IF","POSITIVE",20,345,2627
2020-09-07,"PCR/amplification","POSITIVE",325,345,2627
2020-09-08,"Antigen by DFA/IF","NEGATIVE",681,368,3546
2020-09-08,"PCR/amplification","NEGATIVE",2497,368,3546
2020-09-08,"Antigen by DFA/IF","POSITIVE",25,368,3546
2020-09-08,"PCR/amplification","POSITIVE",343,368,3546
2020-09-09,"Antigen by DFA/IF","NEGATIVE",508,551,4562
2020-09-09,"PCR/amplification","NEGATIVE",3503,551,4562
2020-09-09,"Antigen by DFA/IF","POSITIVE",36,551,4562
2020-09-09,"PCR/amplification","POSITIVE",515,551,4562
2020-09-10,"Antigen by DFA/IF","NEGATIVE",380,632,4909
2020-09-10,"PCR/amplification","NEGATIVE",3897,632,4909
2020-09-10,"Antigen by DFA/IF","POSITIVE",37,632,4909
2020-09-10,"PCR/amplification","POSITIVE",595,632,4909
2020-09-11,"Antigen by DFA/IF","NEGATIVE",414,689,5334
2020-09-11,"PCR/amplification","NEGATIVE",4231,689,5334
2020-09-11,"Antigen by DFA/IF","POSITIVE",34,689,5334
2020-09-11,"PCR/amplification","POSITIVE",655,689,5334
2020-09-12,"Antigen by DFA/IF","NEGATIVE",179,498,3497
2020-09-12,"PCR/amplification","NEGATIVE",2820,498,3497
2020-09-12,"Antigen by DFA/IF","POSITIVE",26,498,3497
2020-09-12,"PCR/amplification","POSITIVE",472,498,3497
2020-09-13,"Antigen by DFA/IF","NEGATIVE",166,382,2901
2020-09-13,"PCR/amplification","NEGATIVE",2353,382,2901
2020-09-13,"Antigen by DFA/IF","POSITIVE",19,382,2901
2020-09-13,"PCR/amplification","POSITIVE",363,382,2901
2020-09-14,"Antigen by DFA/IF","NEGATIVE",639,963,6172
2020-09-14,"PCR/amplification","NEGATIVE",4570,963,6172
2020-09-14,"Antigen by DFA/IF","POSITIVE",52,963,6172
2020-09-14,"PCR/amplification","POSITIVE",911,963,6172
2020-09-15,"Antigen by DFA/IF","NEGATIVE",508,878,6440
2020-09-15,"PCR/amplification","NEGATIVE",5054,878,6440
2020-09-15,"Antigen by DFA/IF","POSITIVE",45,878,6440
2020-09-15,"PCR/amplification","POSITIVE",833,878,6440
2020-09-16,"Antigen by DFA/IF","NEGATIVE",364,1078,6426
2020-09-16,"PCR/amplification","NEGATIVE",4984,1078,6426
2020-09-16,"Antigen by DFA/IF","POSITIVE",38,1078,6426
2020-09-16,"PCR/amplification","POSITIVE",1040,1078,6426
2020-09-17,"Antigen by DFA/IF","NEGATIVE",372,981,6261
2020-09-17,"PCR/amplification","NEGATIVE",4908,981,6261
2020-09-17,"Antigen by DFA/IF","POSITIVE",54,981,6261
2020-09-17,"PCR/amplification","POSITIVE",927,981,6261
2020-09-18,"Antigen by DFA/IF","NEGATIVE",370,1061,7121
2020-09-18,"PCR/amplification","NEGATIVE",5690,1061,7121
2020-09-18,"Antigen by DFA/IF","POSITIVE",36,1061,7121
2020-09-18,"PCR/amplification","POSITIVE",1025,1061,7121
2020-09-19,"Antigen by DFA/IF","NEGATIVE",169,749,5556
2020-09-19,"PCR/amplification","NEGATIVE",4638,749,5556
2020-09-19,"Antigen by DFA/IF","POSITIVE",29,749,5556
2020-09-19,"PCR/amplification","POSITIVE",720,749,5556
2020-09-20,"Antigen by DFA/IF","NEGATIVE",194,523,3905
2020-09-20,"PCR/amplification","NEGATIVE",3188,523,3905
2020-09-20,"Antigen by DFA/IF","POSITIVE",19,523,3905
2020-09-20,"PCR/amplification","POSITIVE",504,523,3905
2020-09-21,"Antigen by DFA/IF","NEGATIVE",609,926,6722
2020-09-21,"PCR/amplification","NEGATIVE",5187,926,6722
2020-09-21,"Antigen by DFA/IF","POSITIVE",71,926,6722
2020-09-21,"PCR/amplification","POSITIVE",855,926,6722
2020-09-22,"Antigen by DFA/IF","NEGATIVE",597,1116,7922
2020-09-22,"PCR/amplification","NEGATIVE",6209,1116,7922
2020-09-22,"Antigen by DFA/IF","POSITIVE",69,1116,7922
2020-09-22,"PCR/amplification","POSITIVE",1047,1116,7922
2020-09-23,"Antigen by DFA/IF","NEGATIVE",458,1432,8700
2020-09-23,"PCR/amplification","NEGATIVE",6810,1432,8700
2020-09-23,"Antigen by DFA/IF","POSITIVE",38,1432,8700
2020-09-23,"PCR/amplification","POSITIVE",1394,1432,8700
2020-09-24,"Antigen by DFA/IF","NEGATIVE",388,1002,6908
2020-09-24,"PCR/amplification","NEGATIVE",5518,1002,6908
2020-09-24,"Antigen by DFA/IF","POSITIVE",40,1002,6908
2020-09-24,"PCR/amplification","POSITIVE",962,1002,6908
2020-09-25,"Antigen by DFA/IF","NEGATIVE",413,1293,8823
2020-09-25,"PCR/amplification","NEGATIVE",7117,1293,8823
2020-09-25,"Antigen by DFA/IF","POSITIVE",56,1293,8823
2020-09-25,"PCR/amplification","POSITIVE",1237,1293,8823
2020-09-26,"Antigen by DFA/IF","NEGATIVE",159,902,6378
2020-09-26,"PCR/amplification","NEGATIVE",5317,902,6378
2020-09-26,"Antigen by DFA/IF","POSITIVE",36,902,6378
2020-09-26,"PCR/amplification","POSITIVE",866,902,6378
2020-09-27,"Antigen by DFA/IF","NEGATIVE",169,675,4431
2020-09-27,"PCR/amplification","NEGATIVE",3587,675,4431
2020-09-27,"Antigen by DFA/IF","POSITIVE",18,675,4431
2020-09-27,"PCR/amplification","POSITIVE",657,675,4431
2020-09-28,"Antigen by DFA/IF","NEGATIVE",659,980,6680
2020-09-28,"PCR/amplification","NEGATIVE",5041,980,6680
2020-09-28,"Antigen by DFA/IF","POSITIVE",69,980,6680
2020-09-28,"PCR/amplification","POSITIVE",911,980,6680
2020-09-29,"Antigen by DFA/IF","NEGATIVE",532,1250,8050
2020-09-29,"PCR/amplification","NEGATIVE",6268,1250,8050
2020-09-29,"Antigen by DFA/IF","POSITIVE",74,1250,8050
2020-09-29,"PCR/amplification","POSITIVE",1176,1250,8050
2020-09-30,"Antigen by DFA/IF","NEGATIVE",494,999,7193
2020-09-30,"PCR/amplification","NEGATIVE",5700,999,7193
2020-09-30,"Antigen by DFA/IF","POSITIVE",47,999,7193
2020-09-30,"PCR/amplification","POSITIVE",952,999,7193
2020-10-01,"Antigen by DFA/IF","NEGATIVE",423,1260,7973
2020-10-01,"PCR/amplification","NEGATIVE",6290,1260,7973
2020-10-01,"Antigen by DFA/IF","POSITIVE",59,1260,7973
2020-10-01,"PCR/amplification","POSITIVE",1201,1260,7973
2020-10-02,"Antigen by DFA/IF","NEGATIVE",533,1057,7835
2020-10-02,"PCR/amplification","NEGATIVE",6245,1057,7835
2020-10-02,"Antigen by DFA/IF","POSITIVE",75,1057,7835
2020-10-02,"PCR/amplification","POSITIVE",982,1057,7835
2020-10-03,"Antigen by DFA/IF","NEGATIVE",266,989,6430
2020-10-03,"PCR/amplification","NEGATIVE",5175,989,6430
2020-10-03,"Antigen by DFA/IF","POSITIVE",55,989,6430
2020-10-03,"PCR/amplification","POSITIVE",934,989,6430
2020-10-04,"Antigen by DFA/IF","NEGATIVE",201,706,5117
2020-10-04,"PCR/amplification","NEGATIVE",4210,706,5117
2020-10-04,"Antigen by DFA/IF","POSITIVE",51,706,5117
2020-10-04,"PCR/amplification","POSITIVE",655,706,5117
2020-10-05,"Antigen by DFA/IF","NEGATIVE",747,1212,8130
2020-10-05,"PCR/amplification","NEGATIVE",6171,1212,8130
2020-10-05,"Antigen by DFA/IF","POSITIVE",118,1212,8130
2020-10-05,"PCR/amplification","POSITIVE",1094,1212,8130
2020-10-06,"Antigen by DFA/IF","NEGATIVE",582,1210,8612
2020-10-06,"PCR/amplification","NEGATIVE",6820,1210,8612
2020-10-06,"Antigen by DFA/IF","POSITIVE",58,1210,8612
2020-10-06,"PCR/amplification","POSITIVE",1152,1210,8612
2020-10-07,"Antigen by DFA/IF","NEGATIVE",465,1431,8767
2020-10-07,"PCR/amplification","NEGATIVE",6871,1431,8767
2020-10-07,"Antigen by DFA/IF","POSITIVE",78,1431,8767
2020-10-07,"PCR/amplification","POSITIVE",1353,1431,8767
2020-10-08,"Antigen by DFA/IF","NEGATIVE",676,1365,9127
2020-10-08,"PCR/amplification","NEGATIVE",7086,1365,9127
2020-10-08,"Antigen by DFA/IF","POSITIVE",76,1365,9127
2020-10-08,"PCR/amplification","POSITIVE",1289,1365,9127
2020-10-09,"Antigen by DFA/IF","NEGATIVE",578,1327,9181
2020-10-09,"PCR/amplification","NEGATIVE",7276,1327,9181
2020-10-09,"Antigen by DFA/IF","POSITIVE",77,1327,9181
2020-10-09,"PCR/amplification","POSITIVE",1250,1327,9181
2020-10-10,"Antigen by DFA/IF","NEGATIVE",219,1088,7389
2020-10-10,"PCR/amplification","NEGATIVE",6082,1088,7389
2020-10-10,"Antigen by DFA/IF","POSITIVE",51,1088,7389
2020-10-10,"PCR/amplification","POSITIVE",1037,1088,7389
2020-10-11,"Antigen by DFA/IF","NEGATIVE",195,734,4522
2020-10-11,"PCR/amplification","NEGATIVE",3593,734,4522
2020-10-11,"Antigen by DFA/IF","POSITIVE",52,734,4522
2020-10-11,"PCR/amplification","POSITIVE",682,734,4522
2020-10-12,"Antigen by DFA/IF","NEGATIVE",628,1095,6619
2020-10-12,"PCR/amplification","NEGATIVE",4896,1095,6619
2020-10-12,"Antigen by DFA/IF","POSITIVE",85,1095,6619
2020-10-12,"PCR/amplification","POSITIVE",1010,1095,6619
2020-10-13,"Antigen by DFA/IF","NEGATIVE",587,1327,8443
2020-10-13,"PCR/amplification","NEGATIVE",6529,1327,8443
2020-10-13,"Antigen by DFA/IF","POSITIVE",89,1327,8443
2020-10-13,"PCR/amplification","POSITIVE",1238,1327,8443
2020-10-14,"Antigen by DFA/IF","NEGATIVE",568,1611,9208
2020-10-14,"PCR/amplification","NEGATIVE",7029,1611,9208
2020-10-14,"Antigen by DFA/IF","POSITIVE",84,1611,9208
2020-10-14,"PCR/amplification","POSITIVE",1527,1611,9208
2020-10-15,"Antigen by DFA/IF","NEGATIVE",496,1290,7601
2020-10-15,"PCR/amplification","NEGATIVE",5815,1290,7601
2020-10-15,"Antigen by DFA/IF","POSITIVE",90,1290,7601
2020-10-15,"PCR/amplification","POSITIVE",1200,1290,7601
2020-10-16,"Antigen by DFA/IF","NEGATIVE",512,1439,8072
2020-10-16,"PCR/amplification","NEGATIVE",6121,1439,8072
2020-10-16,"Antigen by DFA/IF","POSITIVE",86,1439,8072
2020-10-16,"PCR/amplification","POSITIVE",1353,1439,8072
2020-10-17,"Antigen by DFA/IF","NEGATIVE",273,1075,6553
2020-10-17,"PCR/amplification","NEGATIVE",5205,1075,6553
2020-10-17,"Antigen by DFA/IF","POSITIVE",67,1075,6553
2020-10-17,"PCR/amplification","POSITIVE",1008,1075,6553
2020-10-18,"Antigen by DFA/IF","NEGATIVE",212,787,4528
2020-10-18,"PCR/amplification","NEGATIVE",3529,787,4528
2020-10-18,"Antigen by DFA/IF","POSITIVE",54,787,4528
2020-10-18,"PCR/amplification","POSITIVE",733,787,4528
2020-10-19,"Antigen by DFA/IF","NEGATIVE",747,1372,6698
2020-10-19,"PCR/amplification","NEGATIVE",4579,1372,6698
2020-10-19,"Antigen by DFA/IF","POSITIVE",170,1372,6698
2020-10-19,"PCR/amplification","POSITIVE",1202,1372,6698
2020-10-20,"Antigen by DFA/IF","NEGATIVE",745,1579,8616
2020-10-20,"PCR/amplification","NEGATIVE",6292,1579,8616
2020-10-20,"Antigen by DFA/IF","POSITIVE",153,1579,8616
2020-10-20,"PCR/amplification","POSITIVE",1426,1579,8616
2020-10-21,"Antigen by DFA/IF","NEGATIVE",704,1770,9066
2020-10-21,"PCR/amplification","NEGATIVE",6592,1770,9066
2020-10-21,"Antigen by DFA/IF","POSITIVE",136,1770,9066
2020-10-21,"PCR/amplification","POSITIVE",1634,1770,9066
2020-10-22,"Antigen by DFA/IF","NEGATIVE",728,1791,8560
2020-10-22,"PCR/amplification","NEGATIVE",6041,1791,8560
2020-10-22,"Antigen by DFA/IF","POSITIVE",139,1791,8560
2020-10-22,"PCR/amplification","POSITIVE",1652,1791,8560
2020-10-23,"Antigen by DFA/IF","NEGATIVE",658,1872,9351
2020-10-23,"PCR/amplification","NEGATIVE",6821,1872,9351
2020-10-23,"Antigen by DFA/IF","POSITIVE",130,1872,9351
2020-10-23,"PCR/amplification","POSITIVE",1742,1872,9351
2020-10-24,"Antigen by DFA/IF","NEGATIVE",309,1535,7826
2020-10-24,"PCR/amplification","NEGATIVE",5982,1535,7826
2020-10-24,"Antigen by DFA/IF","POSITIVE",106,1535,7826
2020-10-24,"PCR/amplification","POSITIVE",1429,1535,7826
2020-10-25,"Antigen by DFA/IF","NEGATIVE",249,928,4772
2020-10-25,"PCR/amplification","NEGATIVE",3595,928,4772
2020-10-25,"Antigen by DFA/IF","POSITIVE",90,928,4772
2020-10-25,"PCR/amplification","POSITIVE",838,928,4772
2020-10-26,"Antigen by DFA/IF","NEGATIVE",1039,1489,7245
2020-10-26,"PCR/amplification","NEGATIVE",4717,1489,7245
2020-10-26,"Antigen by DFA/IF","POSITIVE",200,1489,7245
2020-10-26,"PCR/amplification","POSITIVE",1289,1489,7245
2020-10-27,"Antigen by DFA/IF","NEGATIVE",863,1918,9567
2020-10-27,"PCR/amplification","NEGATIVE",6786,1918,9567
2020-10-27,"Antigen by DFA/IF","POSITIVE",197,1918,9567
2020-10-27,"PCR/amplification","POSITIVE",1721,1918,9567
2020-10-28,"Antigen by DFA/IF","NEGATIVE",867,1836,9050
2020-10-28,"PCR/amplification","NEGATIVE",6347,1836,9050
2020-10-28,"Antigen by DFA/IF","POSITIVE",220,1836,9050
2020-10-28,"PCR/amplification","POSITIVE",1616,1836,9050
2020-10-29,"Antigen by DFA/IF","NEGATIVE",919,2099,9996
2020-10-29,"PCR/amplification","NEGATIVE",6978,2099,9996
2020-10-29,"Antigen by DFA/IF","POSITIVE",220,2099,9996
2020-10-29,"PCR/amplification","POSITIVE",1879,2099,9996
2020-10-30,"Antigen by DFA/IF","NEGATIVE",1029,2020,9857
2020-10-30,"PCR/amplification","NEGATIVE",6808,2020,9857
2020-10-30,"Antigen by DFA/IF","POSITIVE",295,2020,9857
2020-10-30,"PCR/amplification","POSITIVE",1725,2020,9857
2020-10-31,"Antigen by DFA/IF","NEGATIVE",376,1429,6988
2020-10-31,"PCR/amplification","NEGATIVE",5183,1429,6988
2020-10-31,"Antigen by DFA/IF","POSITIVE",139,1429,6988
2020-10-31,"PCR/amplification","POSITIVE",1290,1429,6988
2020-11-01,"Antigen by DFA/IF","NEGATIVE",257,1004,5116
2020-11-01,"PCR/amplification","NEGATIVE",3855,1004,5116
2020-11-01,"Antigen by DFA/IF","POSITIVE",111,1004,5116
2020-11-01,"PCR/amplification","POSITIVE",893,1004,5116
2020-11-02,"Antigen by DFA/IF","NEGATIVE",1169,1808,8632
2020-11-02,"PCR/amplification","NEGATIVE",5655,1808,8632
2020-11-02,"Antigen by DFA/IF","POSITIVE",303,1808,8632
2020-11-02,"PCR/amplification","POSITIVE",1505,1808,8632
2020-11-03,"Antigen by DFA/IF","NEGATIVE",1107,2420,10870
2020-11-03,"PCR/amplification","NEGATIVE",7343,2420,10870
2020-11-03,"Antigen by DFA/IF","POSITIVE",427,2420,10870
2020-11-03,"PCR/amplification","POSITIVE",1993,2420,10870
2020-11-04,"Antigen by DFA/IF","NEGATIVE",1039,3272,12212
2020-11-04,"PCR/amplification","NEGATIVE",7901,3272,12212
2020-11-04,"Antigen by DFA/IF","POSITIVE",300,3272,12212
2020-11-04,"PCR/amplification","POSITIVE",2972,3272,12212
2020-11-05,"Antigen by DFA/IF","NEGATIVE",1117,2838,11073
2020-11-05,"PCR/amplification","NEGATIVE",7118,2838,11073
2020-11-05,"Antigen by DFA/IF","POSITIVE",339,2838,11073
2020-11-05,"PCR/amplification","POSITIVE",2499,2838,11073
2020-11-06,"Antigen by DFA/IF","NEGATIVE",1100,3068,12727
2020-11-06,"PCR/amplification","NEGATIVE",8559,3068,12727
2020-11-06,"Antigen by DFA/IF","POSITIVE",493,3068,12727
2020-11-06,"PCR/amplification","POSITIVE",2575,3068,12727
2020-11-07,"Antigen by DFA/IF","NEGATIVE",525,2610,10068
2020-11-07,"PCR/amplification","NEGATIVE",6933,2610,10068
2020-11-07,"Antigen by DFA/IF","POSITIVE",224,2610,10068
2020-11-07,"PCR/amplification","POSITIVE",2386,2610,10068
2020-11-08,"Antigen by DFA/IF","NEGATIVE",307,1801,6729
2020-11-08,"PCR/amplification","NEGATIVE",4621,1801,6729
2020-11-08,"Antigen by DFA/IF","POSITIVE",148,1801,6729
2020-11-08,"PCR/amplification","POSITIVE",1653,1801,6729
2020-11-09,"Antigen by DFA/IF","NEGATIVE",1834,2566,10768
2020-11-09,"PCR/amplification","NEGATIVE",6368,2566,10768
2020-11-09,"Antigen by DFA/IF","POSITIVE",529,2566,10768
2020-11-09,"PCR/amplification","POSITIVE",2037,2566,10768
2020-11-10,"Antigen by DFA/IF","NEGATIVE",1832,3081,13076
2020-11-10,"PCR/amplification","NEGATIVE",8163,3081,13076
2020-11-10,"Antigen by DFA/IF","POSITIVE",515,3081,13076
2020-11-10,"PCR/amplification","POSITIVE",2566,3081,13076
2020-11-11,"Antigen by DFA/IF","NEGATIVE",2774,3936,14575
2020-11-11,"PCR/amplification","NEGATIVE",7865,3936,14575
2020-11-11,"Antigen by DFA/IF","POSITIVE",430,3936,14575
2020-11-11,"PCR/amplification","POSITIVE",3506,3936,14575
2020-11-12,"Antigen by DFA/IF","NEGATIVE",2954,3319,14413
2020-11-12,"PCR/amplification","NEGATIVE",8140,3319,14413
2020-11-12,"Antigen by DFA/IF","POSITIVE",465,3319,14413
2020-11-12,"PCR/amplification","POSITIVE",2854,3319,14413
2020-11-13,"Antigen by DFA/IF","NEGATIVE",2801,3650,16270
2020-11-13,"PCR/amplification","NEGATIVE",9819,3650,16270
2020-11-13,"Antigen by DFA/IF","POSITIVE",390,3650,16270
2020-11-13,"PCR/amplification","POSITIVE",3260,3650,16270
2020-11-14,"Antigen by DFA/IF","NEGATIVE",450,2636,10211
2020-11-14,"PCR/amplification","NEGATIVE",7125,2636,10211
2020-11-14,"Antigen by DFA/IF","POSITIVE",169,2636,10211
2020-11-14,"PCR/amplification","POSITIVE",2467,2636,10211
2020-11-15,"Antigen by DFA/IF","NEGATIVE",327,1866,6401
2020-11-15,"PCR/amplification","NEGATIVE",4208,1866,6401
2020-11-15,"Antigen by DFA/IF","POSITIVE",142,1866,6401
2020-11-15,"PCR/amplification","POSITIVE",1724,1866,6401
2020-11-16,"Antigen by DFA/IF","NEGATIVE",3607,3170,13611
2020-11-16,"PCR/amplification","NEGATIVE",6834,3170,13611
2020-11-16,"Antigen by DFA/IF","POSITIVE",632,3170,13611
2020-11-16,"PCR/amplification","POSITIVE",2538,3170,13611
2020-11-17,"Antigen by DFA/IF","NEGATIVE",3154,4330,17353
2020-11-17,"PCR/amplification","NEGATIVE",9869,4330,17353
2020-11-17,"Antigen by DFA/IF","POSITIVE",483,4330,17353
2020-11-17,"PCR/amplification","POSITIVE",3847,4330,17353
2020-11-18,"Antigen by DFA/IF","NEGATIVE",4387,3987,16883
2020-11-18,"PCR/amplification","NEGATIVE",8509,3987,16883
2020-11-18,"Antigen by DFA/IF","POSITIVE",478,3987,16883
2020-11-18,"PCR/amplification","POSITIVE",3509,3987,16883
2020-11-19,"Antigen by DFA/IF","NEGATIVE",4290,3999,18133
2020-11-19,"PCR/amplification","NEGATIVE",9844,3999,18133
2020-11-19,"Antigen by DFA/IF","POSITIVE",487,3999,18133
2020-11-19,"PCR/amplification","POSITIVE",3512,3999,18133
2020-11-20,"Antigen by DFA/IF","NEGATIVE",3709,3845,17567
2020-11-20,"PCR/amplification","NEGATIVE",10013,3845,17567
2020-11-20,"Antigen by DFA/IF","POSITIVE",443,3845,17567
2020-11-20,"PCR/amplification","POSITIVE",3402,3845,17567
2020-11-21,"Antigen by DFA/IF","NEGATIVE",1422,2412,11685
2020-11-21,"PCR/amplification","NEGATIVE",7851,2412,11685
2020-11-21,"Antigen by DFA/IF","POSITIVE",179,2412,11685
2020-11-21,"PCR/amplification","POSITIVE",2233,2412,11685
2020-11-22,"Antigen by DFA/IF","NEGATIVE",410,1932,6744
2020-11-22,"PCR/amplification","NEGATIVE",4402,1932,6744
2020-11-22,"Antigen by DFA/IF","POSITIVE",208,1932,6744
2020-11-22,"PCR/amplification","POSITIVE",1724,1932,6744
2020-11-23,"Antigen by DFA/IF","NEGATIVE",3362,2749,11922
2020-11-23,"PCR/amplification","NEGATIVE",5811,2749,11922
2020-11-23,"Antigen by DFA/IF","POSITIVE",652,2749,11922
2020-11-23,"PCR/amplification","POSITIVE",2097,2749,11922
2020-11-24,"Antigen by DFA/IF","NEGATIVE",2680,3095,12920
2020-11-24,"PCR/amplification","NEGATIVE",7145,3095,12920
2020-11-24,"Antigen by DFA/IF","POSITIVE",530,3095,12920
2020-11-24,"PCR/amplification","POSITIVE",2565,3095,12920
2020-11-25,"Antigen by DFA/IF","NEGATIVE",1392,3578,13268
