"Age Group","Hospital Admission Date","7-Day Average"
"1-14",2020-11-10,1.6
"1-14",2020-11-11,1.9
"1-14",2020-11-12,2.1
"1-14",2020-11-13,2
"1-14",2020-11-14,1.9
"1-14",2020-11-15,1.9
"1-14",2020-11-16,1.6
"1-14",2020-11-17,1.9
"1-14",2020-11-18,1.4
"1-14",2020-11-19,1.1
"1-14",2020-11-20,1
"1-14",2020-11-21,1
"1-14",2020-11-22,1.1
"1-14",2020-11-23,1
"1-14",2020-11-24,0.7
"1-14",2020-11-25,0.7
"1-14",2020-11-26,0.7
"1-14",2020-11-27,0.9
"1-14",2020-11-28,0.9
"1-14",2020-11-29,0.6
"1-14",2020-11-30,0.9
"1-14",2020-12-01,1.1
"1-14",2020-12-02,1
"1-14",2020-12-03,1
"1-14",2020-12-04,0.9
"1-14",2020-12-05,0.9
"1-14",2020-12-06,0.9
"1-14",2020-12-07,0.6
"1-14",2020-12-08,0.1
"1-14",2020-12-09,0.4
"1-14",2020-12-10,0.6
"1-14",2020-12-11,1.1
"1-14",2020-12-12,1.1
"1-14",2020-12-13,1.4
"1-14",2020-12-14,1.7
"1-14",2020-12-15,1.9
"1-14",2020-12-16,1.6
"1-14",2020-12-17,1.6
"1-14",2020-12-18,1.3
"1-14",2020-12-19,1.1
"1-14",2020-12-20,1.1
"1-14",2020-12-21,1.1
"1-14",2020-12-22,1.3
"1-14",2020-12-23,1.4
"1-14",2020-12-24,1.3
"1-14",2020-12-25,1
"1-14",2020-12-26,1.1
"1-14",2020-12-27,1.1
"1-14",2020-12-28,1.6
"1-14",2020-12-29,1.4
"1-14",2020-12-30,1.3
"1-14",2020-12-31,1.4
"1-14",2021-01-01,1.6
"1-14",2021-01-02,1.4
"1-14",2021-01-03,1.1
"1-14",2021-01-04,0.6
"1-14",2021-01-05,0.9
"1-14",2021-01-06,1.1
"1-14",2021-01-07,1.3
"1-14",2021-01-08,1.4
"1-14",2021-01-09,1.6
"1-14",2021-01-10,1.6
"1-14",2021-01-11,2
"1-14",2021-01-12,1.6
"1-14",2021-01-13,1.3
"1-14",2021-01-14,1.1
"1-14",2021-01-15,1.1
"1-14",2021-01-16,1
"1-14",2021-01-17,1.1
"1-14",2021-01-18,0.9
"1-14",2021-01-19,1.1
"1-14",2021-01-20,1.4
"1-14",2021-01-21,1.3
"1-14",2021-01-22,1.1
"1-14",2021-01-23,1.4
"1-14",2021-01-24,1.4
"1-14",2021-01-25,1.1
"1-14",2021-01-26,1.1
"1-14",2021-01-27,1
"1-14",2021-01-28,1.3
"1-14",2021-01-29,1.6
"1-14",2021-01-30,1.4
"1-14",2021-01-31,1.3
"1-14",2021-02-01,1.6
"1-14",2021-02-02,1.4
"1-14",2021-02-03,1.4
"1-14",2021-02-04,1.3
"1-14",2021-02-05,1
"1-14",2021-02-06,0.9
"1-14",2021-02-07,0.9
"1-14",2021-02-08,1.1
"1-14",2021-02-09,1.1
"1-14",2021-02-10,1.1
"1-14",2021-02-11,1.3
"1-14",2021-02-12,1.1
"1-14",2021-02-13,1.3
"1-14",2021-02-14,1.3
"1-14",2021-02-15,0.9
"1-14",2021-02-16,1.1
"1-14",2021-02-17,1.7
"1-14",2021-02-18,1.7
"1-14",2021-02-19,1.9
"1-14",2021-02-20,2
"1-14",2021-02-21,2.3
"1-14",2021-02-22,2.4
"1-14",2021-02-23,2
"1-14",2021-02-24,1.4
"1-14",2021-02-25,1.1
"1-14",2021-02-26,1
"1-14",2021-02-27,0.9
"1-14",2021-02-28,0.7
"1-14",2021-03-01,0.6
"1-14",2021-03-02,0.7
"1-14",2021-03-03,0.7
"1-14",2021-03-04,0.9
"1-14",2021-03-05,1
"1-14",2021-03-06,1
"1-14",2021-03-07,0.9
"1-14",2021-03-08,0.7
"1-14",2021-03-09,0.7
"1-14",2021-03-10,0.7
"1-14",2021-03-11,0.6
"1-14",2021-03-12,0.7
"1-14",2021-03-13,0.7
"1-14",2021-03-14,0.9
"1-14",2021-03-15,1.4
"1-14",2021-03-16,1.3
"1-14",2021-03-17,1.1
"1-14",2021-03-18,1.3
"1-14",2021-03-19,1.1
"1-14",2021-03-20,1
"1-14",2021-03-21,0.9
"1-14",2021-03-22,0.3
"1-14",2021-03-23,0.3
"1-14",2021-03-24,0.4
"1-14",2021-03-25,0.3
"1-14",2021-03-26,0.3
"1-14",2021-03-27,0.3
"1-14",2021-03-28,0.3
"1-14",2021-03-29,0.4
"1-14",2021-03-30,0.6
"1-14",2021-03-31,0.4
"1-14",2021-04-01,0.4
"1-14",2021-04-02,0.4
"1-14",2021-04-03,0.4
"1-14",2021-04-04,0.4
"1-14",2021-04-05,0.3
"1-14",2021-04-06,0.1
"1-14",2021-04-07,0.1
"1-14",2021-04-08,0.4
"1-14",2021-04-09,0.4
"1-14",2021-04-10,0.4
"1-14",2021-04-11,0.4
"1-14",2021-04-12,0.4
"1-14",2021-04-13,0.4
"1-14",2021-04-14,0.4
"1-14",2021-04-15,0.1
"1-14",2021-04-16,0.1
"1-14",2021-04-17,0.4
"1-14",2021-04-18,0.6
"1-14",2021-04-19,0.6
"1-14",2021-04-20,0.7
"1-14",2021-04-21,0.7
"1-14",2021-04-22,0.9
"1-14",2021-04-23,1
"1-14",2021-04-24,0.9
"1-14",2021-04-25,0.7
"1-14",2021-04-26,0.7
"1-14",2021-04-27,0.7
"1-14",2021-04-28,0.7
"1-14",2021-04-29,0.9
"1-14",2021-04-30,0.9
"1-14",2021-05-01,0.7
"1-14",2021-05-02,0.7
"1-14",2021-05-03,0.7
"1-14",2021-05-04,0.6
"1-14",2021-05-05,0.6
"1-14",2021-05-06,0.4
"1-14",2021-05-07,0.1
"1-14",2021-05-08,0.4
"1-14",2021-05-09,0.4
"1-14",2021-05-10,0.4
"1-14",2021-05-11,0.6
"1-14",2021-05-12,0.6
"1-14",2021-05-13,0.4
"1-14",2021-05-14,0.6
"1-14",2021-05-15,0.3
"1-14",2021-05-16,0.3
"1-14",2021-05-17,0.6
"1-14",2021-05-18,0.7
"1-14",2021-05-19,0.7
"1-14",2021-05-20,0.9
"1-14",2021-05-21,0.7
"1-14",2021-05-22,0.7
"1-14",2021-05-23,0.7
"1-14",2021-05-24,0.6
"1-14",2021-05-25,0.4
"1-14",2021-05-26,0.6
"1-14",2021-05-27,0.7
"1-14",2021-05-28,0.9
"1-14",2021-05-29,0.9
"1-14",2021-05-30,0.9
"1-14",2021-05-31,0.7
"1-14",2021-06-01,0.6
"1-14",2021-06-02,0.6
"1-14",2021-06-03,0.3
"1-14",2021-06-04,0.1
"1-14",2021-06-05,0.1
"1-14",2021-06-06,0.4
"1-14",2021-06-07,0.4
"1-14",2021-06-08,0.4
"1-14",2021-06-09,0.3
"1-14",2021-06-10,0.3
"1-14",2021-06-11,0.6
"1-14",2021-06-12,0.6
"1-14",2021-06-13,0.4
"1-14",2021-06-14,0.6
"1-14",2021-06-15,0.6
"1-14",2021-06-16,0.6
"1-14",2021-06-17,0.6
"1-14",2021-06-18,0.3
"1-14",2021-06-19,0.3
"1-14",2021-06-20,0.1
"1-14",2021-06-21,0.1
"1-14",2021-06-22,0.3
"1-14",2021-06-23,0.3
"1-14",2021-06-24,0.4
"1-14",2021-06-25,0.4
"1-14",2021-06-26,0.4
"1-14",2021-06-27,0.4
"1-14",2021-06-28,0.4
"1-14",2021-06-29,0.4
"1-14",2021-06-30,0.4
"1-14",2021-07-01,0.4
"1-14",2021-07-02,0.6
"1-14",2021-07-03,0.6
"1-14",2021-07-04,0.6
"1-14",2021-07-05,0.4
"1-14",2021-07-06,0.3
"1-14",2021-07-07,0.3
"1-14",2021-07-08,0.1
"1-14",2021-07-09,0.1
"1-14",2021-07-10,0.6
"1-14",2021-07-11,0.6
"1-14",2021-07-12,0.7
"1-14",2021-07-13,1
"1-14",2021-07-14,1.1
"1-14",2021-07-15,1.1
"1-14",2021-07-16,1.1
"1-14",2021-07-17,0.7
"1-14",2021-07-18,0.9
"1-14",2021-07-19,0.9
"1-14",2021-07-20,0.7
"1-14",2021-07-21,1
"1-14",2021-07-22,1
"1-14",2021-07-23,1
"1-14",2021-07-24,1.1
"1-14",2021-07-25,1
"1-14",2021-07-26,1.1
"1-14",2021-07-27,1.1
"1-14",2021-07-28,0.9
"1-14",2021-07-29,0.9
"1-14",2021-07-30,0.7
"1-14",2021-07-31,0.6
"1-14",2021-08-01,0.6
"1-14",2021-08-02,0.3
"1-14",2021-08-03,0.3
"1-14",2021-08-04,0.6
"1-14",2021-08-05,0.6
"1-14",2021-08-06,1
"1-14",2021-08-07,1.1
"1-14",2021-08-08,1.1
"1-14",2021-08-09,1.1
"1-14",2021-08-10,1
"1-14",2021-08-11,0.7
"1-14",2021-08-12,0.7
"1-14",2021-08-13,0.3
"1-14",2021-08-14,0.1
"1-14",2021-08-15,0.3
"1-14",2021-08-16,0.4
"1-14",2021-08-17,0.4
"1-14",2021-08-18,0.3
"1-14",2021-08-19,0.4
"1-14",2021-08-20,0.7
"1-14",2021-08-21,0.7
"1-14",2021-08-22,0.7
"1-14",2021-08-23,1
"1-14",2021-08-24,1.3
"1-14",2021-08-25,1.6
"1-14",2021-08-26,1.4
"1-14",2021-08-27,1.4
"1-14",2021-08-28,1.4
"1-14",2021-08-29,1.3
"1-14",2021-08-30,1.6
"1-14",2021-08-31,1.3
"1-14",2021-09-01,1.1
"1-14",2021-09-02,1.4
"1-14",2021-09-03,1.1
"1-14",2021-09-04,1.1
"1-14",2021-09-05,1.1
"1-14",2021-09-06,0.4
"1-14",2021-09-07,0.7
"1-14",2021-09-08,0.6
"1-14",2021-09-09,0.3
"1-14",2021-09-10,0.4
"1-14",2021-09-11,0.4
"1-14",2021-09-12,0.6
"1-14",2021-09-13,0.7
"1-14",2021-09-14,0.6
"1-14",2021-09-15,1
"1-14",2021-09-16,1.3
"1-14",2021-09-17,2
"1-14",2021-09-18,2.1
"1-14",2021-09-19,2.1
"1-14",2021-09-20,2
"1-14",2021-09-21,2.1
"1-14",2021-09-22,2
"1-14",2021-09-23,2
"1-14",2021-09-24,1.4
"1-14",2021-09-25,1.6
"1-14",2021-09-26,1.7
"1-14",2021-09-27,1.9
"1-14",2021-09-28,1.9
"1-14",2021-09-29,1.7
"1-14",2021-09-30,1.7
"1-14",2021-10-01,1.6
"1-14",2021-10-02,1.4
"1-14",2021-10-03,1.4
"1-14",2021-10-04,2
"1-14",2021-10-05,1.9
"1-14",2021-10-06,2
"1-14",2021-10-07,2.1
"1-14",2021-10-08,2.1
"1-14",2021-10-09,2.4
"1-14",2021-10-10,2.4
"1-14",2021-10-11,1.9
"1-14",2021-10-12,1.7
"1-14",2021-10-13,1.9
"1-14",2021-10-14,1.6
"1-14",2021-10-15,1.6
"1-14",2021-10-16,1.3
"1-14",2021-10-17,1
"1-14",2021-10-18,1
"1-14",2021-10-19,1.6
"1-14",2021-10-20,1.3
"1-14",2021-10-21,1.3
"1-14",2021-10-22,1.3
"1-14",2021-10-23,1.6
"1-14",2021-10-24,2.1
"1-14",2021-10-25,2
"1-14",2021-10-26,1.6
"1-14",2021-10-27,1.7
"1-14",2021-10-28,2.1
"1-14",2021-10-29,2.1
"1-14",2021-10-30,2.3
"1-14",2021-10-31,1.7
"1-14",2021-11-01,2.4
"1-14",2021-11-02,2.9
"1-14",2021-11-03,3
"1-14",2021-11-04,2.6
"1-14",2021-11-05,2.6
"1-14",2021-11-06,2.4
"1-14",2021-11-07,2.6
"1-14",2021-11-08,1.9
"1-14",2021-11-09,1.4
"1-14",2021-11-10,1.4
"1-14",2021-11-11,1.7
"1-14",2021-11-12,1.7
"1-14",2021-11-13,1.6
"1-14",2021-11-14,1.6
"1-14",2021-11-15,2.4
"1-14",2021-11-16,3
"1-14",2021-11-17,2.9
"1-14",2021-11-18,2.4
"1-14",2021-11-19,2.4
"1-14",2021-11-20,2.3
"1-14",2021-11-21,2.4
"1-14",2021-11-22,1.9
"1-14",2021-11-23,1.7
"1-14",2021-11-24,1.4
"1-14",2021-11-25,1.4
"1-14",2021-11-26,1.4
"1-14",2021-11-27,1.6
"1-14",2021-11-28,1.6
"1-14",2021-11-29,1.7
"1-14",2021-11-30,1.6
"1-14",2021-12-01,2.1
"1-14",2021-12-02,2.6
"1-14",2021-12-03,2.6
"1-14",2021-12-04,2.4
"1-14",2021-12-05,2.6
"1-14",2021-12-06,2.9
"1-14",2021-12-07,2.7
"1-14",2021-12-08,2.7
"1-14",2021-12-09,2.7
"1-14",2021-12-10,3.1
"1-14",2021-12-11,3.4
"1-14",2021-12-12,3.3
"1-14",2021-12-13,2.7
"1-14",2021-12-14,2.6
"1-14",2021-12-15,2.6
"1-14",2021-12-16,2.3
"1-14",2021-12-17,2
"1-14",2021-12-18,1.6
"1-14",2021-12-19,1.4
"1-14",2021-12-20,1.6
"1-14",2021-12-21,1.6
"1-14",2021-12-22,1.1
"1-14",2021-12-23,1.1
"1-14",2021-12-24,1
"1-14",2021-12-25,1
"1-14",2021-12-26,1
"1-14",2021-12-27,0.7
"1-14",2021-12-28,0.7
"1-14",2021-12-29,1
"1-14",2021-12-30,0.9
"15-24",2020-03-06,NA
"15-24",2020-03-07,NA
"15-24",2020-03-08,NA
"15-24",2020-03-09,NA
"15-24",2020-03-10,NA
"15-24",2020-03-11,NA
"15-24",2020-03-12,0
"15-24",2020-03-13,0
"15-24",2020-03-14,0
"15-24",2020-03-15,0
"15-24",2020-03-16,0
"15-24",2020-03-17,0
"15-24",2020-03-18,0
"15-24",2020-03-19,0
"15-24",2020-03-20,0.1
"15-24",2020-03-21,0.1
"15-24",2020-03-22,0.1
"15-24",2020-03-23,0.1
"15-24",2020-03-24,0.1
"15-24",2020-03-25,0.1
"15-24",2020-03-26,0.1
"15-24",2020-03-27,0
"15-24",2020-03-28,0.1
"15-24",2020-03-29,0.3
"15-24",2020-03-30,0.4
"15-24",2020-03-31,0.6
"15-24",2020-04-01,0.6
"15-24",2020-04-02,0.6
"15-24",2020-04-03,0.6
"15-24",2020-04-04,0.4
"15-24",2020-04-05,0.4
"15-24",2020-04-06,0.3
"15-24",2020-04-07,0.1
"15-24",2020-04-08,0.1
"15-24",2020-04-09,0.1
"15-24",2020-04-10,0.1
"15-24",2020-04-11,0.1
"15-24",2020-04-12,0
"15-24",2020-04-13,0
"15-24",2020-04-14,0.1
"15-24",2020-04-15,0.4
"15-24",2020-04-16,0.4
"15-24",2020-04-17,0.6
"15-24",2020-04-18,0.6
"15-24",2020-04-19,0.7
"15-24",2020-04-20,0.7
"15-24",2020-04-21,0.6
"15-24",2020-04-22,0.3
"15-24",2020-04-23,0.4
"15-24",2020-04-24,0.3
"15-24",2020-04-25,0.3
"15-24",2020-04-26,0.3
"15-24",2020-04-27,0.3
"15-24",2020-04-28,0.3
"15-24",2020-04-29,0.3
"15-24",2020-04-30,0.3
"15-24",2020-05-01,0.4
"15-24",2020-05-02,0.4
"15-24",2020-05-03,0.3
"15-24",2020-05-04,0.3
"15-24",2020-05-05,0.3
"15-24",2020-05-06,0.4
"15-24",2020-05-07,0.3
"15-24",2020-05-08,0.3
"15-24",2020-05-09,0.3
"15-24",2020-05-10,0.6
"15-24",2020-05-11,0.9
"15-24",2020-05-12,0.9
"15-24",2020-05-13,0.9
"15-24",2020-05-14,1
"15-24",2020-05-15,0.9
"15-24",2020-05-16,1
"15-24",2020-05-17,0.7
"15-24",2020-05-18,0.7
"15-24",2020-05-19,0.9
"15-24",2020-05-20,0.9
"15-24",2020-05-21,0.7
"15-24",2020-05-22,0.9
"15-24",2020-05-23,1
"15-24",2020-05-24,1.1
"15-24",2020-05-25,0.9
"15-24",2020-05-26,0.9
"15-24",2020-05-27,0.9
"15-24",2020-05-28,0.9
"15-24",2020-05-29,1
"15-24",2020-05-30,0.9
"15-24",2020-05-31,0.7
"15-24",2020-06-01,1
"15-24",2020-06-02,0.9
"15-24",2020-06-03,1
"15-24",2020-06-04,1
"15-24",2020-06-05,0.9
"15-24",2020-06-06,1
"15-24",2020-06-07,1.3
"15-24",2020-06-08,1.3
"15-24",2020-06-09,1.7
"15-24",2020-06-10,1.9
"15-24",2020-06-11,2
"15-24",2020-06-12,2
"15-24",2020-06-13,1.7
"15-24",2020-06-14,1.4
"15-24",2020-06-15,1.4
"15-24",2020-06-16,1.3
"15-24",2020-06-17,1
"15-24",2020-06-18,0.9
"15-24",2020-06-19,0.9
"15-24",2020-06-20,1
"15-24",2020-06-21,1.4
"15-24",2020-06-22,1.6
"15-24",2020-06-23,1.6
"15-24",2020-06-24,1.7
"15-24",2020-06-25,2.1
"15-24",2020-06-26,2.1
"15-24",2020-06-27,2.3
"15-24",2020-06-28,2.7
"15-24",2020-06-29,2.4
"15-24",2020-06-30,2.1
"15-24",2020-07-01,2
"15-24",2020-07-02,2.4
"15-24",2020-07-03,2.4
"15-24",2020-07-04,2.4
"15-24",2020-07-05,2
"15-24",2020-07-06,2
"15-24",2020-07-07,2.6
"15-24",2020-07-08,3
"15-24",2020-07-09,2.4
"15-24",2020-07-10,2.6
"15-24",2020-07-11,2.7
"15-24",2020-07-12,2.7
"15-24",2020-07-13,3
"15-24",2020-07-14,3
"15-24",2020-07-15,2.7
"15-24",2020-07-16,2.9
"15-24",2020-07-17,3
"15-24",2020-07-18,2.6
"15-24",2020-07-19,2.4
"15-24",2020-07-20,2.4
"15-24",2020-07-21,1.9
"15-24",2020-07-22,1.9
"15-24",2020-07-23,1.7
"15-24",2020-07-24,1.4
"15-24",2020-07-25,1.7
"15-24",2020-07-26,1.9
"15-24",2020-07-27,1.7
"15-24",2020-07-28,1.7
"15-24",2020-07-29,1.7
"15-24",2020-07-30,2.6
"15-24",2020-07-31,2.4
"15-24",2020-08-01,2.4
"15-24",2020-08-02,2.1
"15-24",2020-08-03,2
"15-24",2020-08-04,2.6
"15-24",2020-08-05,2.7
"15-24",2020-08-06,2
"15-24",2020-08-07,2.4
"15-24",2020-08-08,2.3
"15-24",2020-08-09,2.4
"15-24",2020-08-10,2.9
"15-24",2020-08-11,2.7
"15-24",2020-08-12,2.6
"15-24",2020-08-13,2.4
"15-24",2020-08-14,2
"15-24",2020-08-15,2
"15-24",2020-08-16,2
"15-24",2020-08-17,1.7
"15-24",2020-08-18,1.7
"15-24",2020-08-19,1.9
"15-24",2020-08-20,2.9
"15-24",2020-08-21,3
"15-24",2020-08-22,3
"15-24",2020-08-23,2.9
"15-24",2020-08-24,3
"15-24",2020-08-25,2.9
"15-24",2020-08-26,2.7
"15-24",2020-08-27,1.6
"15-24",2020-08-28,1.7
"15-24",2020-08-29,1.7
"15-24",2020-08-30,1.6
"15-24",2020-08-31,1.3
"15-24",2020-09-01,1
"15-24",2020-09-02,1
"15-24",2020-09-03,1.1
"15-24",2020-09-04,1.3
"15-24",2020-09-05,1.4
"15-24",2020-09-06,1.6
"15-24",2020-09-07,1.4
"15-24",2020-09-08,2
"15-24",2020-09-09,1.9
"15-24",2020-09-10,2
"15-24",2020-09-11,1.6
"15-24",2020-09-12,1.9
"15-24",2020-09-13,1.7
"15-24",2020-09-14,2.3
"15-24",2020-09-15,2.4
"15-24",2020-09-16,2.9
"15-24",2020-09-17,3.4
"15-24",2020-09-18,3.4
"15-24",2020-09-19,3
"15-24",2020-09-20,3
"15-24",2020-09-21,2.7
"15-24",2020-09-22,2.1
"15-24",2020-09-23,2.3
"15-24",2020-09-24,2
"15-24",2020-09-25,2
"15-24",2020-09-26,1.9
"15-24",2020-09-27,2.1
"15-24",2020-09-28,2.1
"15-24",2020-09-29,2.3
"15-24",2020-09-30,1.9
"15-24",2020-10-01,1.9
"15-24",2020-10-02,2.1
"15-24",2020-10-03,2.9
"15-24",2020-10-04,3
"15-24",2020-10-05,3.4
"15-24",2020-10-06,3.9
"15-24",2020-10-07,4
"15-24",2020-10-08,4.6
"15-24",2020-10-09,4.6
"15-24",2020-10-10,4.4
"15-24",2020-10-11,4.4
"15-24",2020-10-12,3.9
"15-24",2020-10-13,3.4
"15-24",2020-10-14,3.7
"15-24",2020-10-15,2.9
"15-24",2020-10-16,3
"15-24",2020-10-17,3.3
"15-24",2020-10-18,3.4
"15-24",2020-10-19,3.6
"15-24",2020-10-20,3.9
"15-24",2020-10-21,3.6
"15-24",2020-10-22,3.7
"15-24",2020-10-23,3.7
"15-24",2020-10-24,3.1
"15-24",2020-10-25,3
"15-24",2020-10-26,3
"15-24",2020-10-27,3.1
"15-24",2020-10-28,3.1
"15-24",2020-10-29,3.4
"15-24",2020-10-30,3.3
"15-24",2020-10-31,3.3
"15-24",2020-11-01,3.1
"15-24",2020-11-02,3.7
"15-24",2020-11-03,3.3
"15-24",2020-11-04,3.6
"15-24",2020-11-05,3
"15-24",2020-11-06,3.7
"15-24",2020-11-07,3.9
"15-24",2020-11-08,4
"15-24",2020-11-09,4
"15-24",2020-11-10,5
"15-24",2020-11-11,5.1
"15-24",2020-11-12,5.6
"15-24",2020-11-13,5.9
"15-24",2020-11-14,6.1
"15-24",2020-11-15,6.4
"15-24",2020-11-16,6.1
"15-24",2020-11-17,5.7
"15-24",2020-11-18,6.1
"15-24",2020-11-19,6.4
"15-24",2020-11-20,5.9
"15-24",2020-11-21,5.9
"15-24",2020-11-22,5.3
"15-24",2020-11-23,5.6
"15-24",2020-11-24,5.4
"15-24",2020-11-25,5
"15-24",2020-11-26,4.4
"15-24",2020-11-27,4
"15-24",2020-11-28,4.7
"15-24",2020-11-29,5.3
"15-24",2020-11-30,5.6
"15-24",2020-12-01,6.1
"15-24",2020-12-02,6.1
"15-24",2020-12-03,6.7
"15-24",2020-12-04,7.3
"15-24",2020-12-05,6.4
"15-24",2020-12-06,6.3
"15-24",2020-12-07,5.4
"15-24",2020-12-08,4.4
"15-24",2020-12-09,4
"15-24",2020-12-10,3.9
"15-24",2020-12-11,3.6
"15-24",2020-12-12,3.7
"15-24",2020-12-13,3.4
"15-24",2020-12-14,4
"15-24",2020-12-15,4.6
"15-24",2020-12-16,4.9
"15-24",2020-12-17,4.7
"15-24",2020-12-18,4.3
"15-24",2020-12-19,3.6
"15-24",2020-12-20,3.7
"15-24",2020-12-21,3.6
"15-24",2020-12-22,4
"15-24",2020-12-23,4
"15-24",2020-12-24,3.3
"15-24",2020-12-25,3.7
"15-24",2020-12-26,4.3
"15-24",2020-12-27,4
"15-24",2020-12-28,3.7
"15-24",2020-12-29,2.9
"15-24",2020-12-30,2.4
"15-24",2020-12-31,3.4
"15-24",2021-01-01,3.4
"15-24",2021-01-02,3.3
"15-24",2021-01-03,3.6
"15-24",2021-01-04,4.9
"15-24",2021-01-05,5.1
"15-24",2021-01-06,6.3
"15-24",2021-01-07,6.1
"15-24",2021-01-08,6.4
"15-24",2021-01-09,6.7
"15-24",2021-01-10,7.3
"15-24",2021-01-11,6.1
"15-24",2021-01-12,6
"15-24",2021-01-13,5.6
"15-24",2021-01-14,5.6
"15-24",2021-01-15,5
"15-24",2021-01-16,4.9
"15-24",2021-01-17,4.9
"15-24",2021-01-18,5
"15-24",2021-01-19,4.7
"15-24",2021-01-20,4.7
"15-24",2021-01-21,4.3
"15-24",2021-01-22,5.1
"15-24",2021-01-23,5.7
"15-24",2021-01-24,5.1
"15-24",2021-01-25,5.4
"15-24",2021-01-26,5.9
"15-24",2021-01-27,5.4
"15-24",2021-01-28,5.4
"15-24",2021-01-29,5.1
"15-24",2021-01-30,4.1
"15-24",2021-01-31,4.3
"15-24",2021-02-01,3.7
"15-24",2021-02-02,3.7
"15-24",2021-02-03,3.7
"15-24",2021-02-04,4
"15-24",2021-02-05,3.7
"15-24",2021-02-06,4
"15-24",2021-02-07,3.9
"15-24",2021-02-08,4.7
"15-24",2021-02-09,4.3
"15-24",2021-02-10,4.7
"15-24",2021-02-11,4.6
"15-24",2021-02-12,4.9
"15-24",2021-02-13,4.6
"15-24",2021-02-14,4.3
"15-24",2021-02-15,3.4
"15-24",2021-02-16,3.7
"15-24",2021-02-17,3
"15-24",2021-02-18,2.7
"15-24",2021-02-19,2.4
"15-24",2021-02-20,2.6
"15-24",2021-02-21,2.6
"15-24",2021-02-22,2.3
"15-24",2021-02-23,1.9
"15-24",2021-02-24,1.7
"15-24",2021-02-25,1.7
"15-24",2021-02-26,2
"15-24",2021-02-27,2.1
"15-24",2021-02-28,2.3
"15-24",2021-03-01,2.6
"15-24",2021-03-02,2.9
"15-24",2021-03-03,3.1
"15-24",2021-03-04,3.1
"15-24",2021-03-05,2.4
"15-24",2021-03-06,2.3
"15-24",2021-03-07,2.3
"15-24",2021-03-08,2.1
"15-24",2021-03-09,2
"15-24",2021-03-10,2.1
"15-24",2021-03-11,2.4
"15-24",2021-03-12,3.1
"15-24",2021-03-13,3.1
"15-24",2021-03-14,3.1
"15-24",2021-03-15,3
"15-24",2021-03-16,3
"15-24",2021-03-17,3
"15-24",2021-03-18,2.6
"15-24",2021-03-19,1.7
"15-24",2021-03-20,1.6
"15-24",2021-03-21,1.3
"15-24",2021-03-22,1.7
"15-24",2021-03-23,2
"15-24",2021-03-24,1.4
"15-24",2021-03-25,2.6
"15-24",2021-03-26,3.1
"15-24",2021-03-27,3.4
"15-24",2021-03-28,3.7
"15-24",2021-03-29,3.6
"15-24",2021-03-30,3.3
"15-24",2021-03-31,3.6
"15-24",2021-04-01,2.7
"15-24",2021-04-02,2.1
"15-24",2021-04-03,1.9
"15-24",2021-04-04,1.6
"15-24",2021-04-05,1.6
"15-24",2021-04-06,1.4
"15-24",2021-04-07,1.4
"15-24",2021-04-08,1.7
"15-24",2021-04-09,1.9
"15-24",2021-04-10,1.7
"15-24",2021-04-11,1.7
"15-24",2021-04-12,1.6
"15-24",2021-04-13,1.6
"15-24",2021-04-14,1.6
"15-24",2021-04-15,0.9
"15-24",2021-04-16,0.9
"15-24",2021-04-17,1.1
"15-24",2021-04-18,1.1
"15-24",2021-04-19,1.1
"15-24",2021-04-20,1.7
"15-24",2021-04-21,1.6
"15-24",2021-04-22,1.7
"15-24",2021-04-23,1.6
"15-24",2021-04-24,1.6
"15-24",2021-04-25,1.9
"15-24",2021-04-26,1.9
"15-24",2021-04-27,1.4
"15-24",2021-04-28,1.7
"15-24",2021-04-29,1.7
"15-24",2021-04-30,2
"15-24",2021-05-01,1.9
"15-24",2021-05-02,1.7
"15-24",2021-05-03,1.7
"15-24",2021-05-04,2
"15-24",2021-05-05,1.7
"15-24",2021-05-06,2
"15-24",2021-05-07,1.9
"15-24",2021-05-08,2
"15-24",2021-05-09,2.3
"15-24",2021-05-10,2.6
"15-24",2021-05-11,2.4
"15-24",2021-05-12,2.6
"15-24",2021-05-13,2.1
"15-24",2021-05-14,2.3
"15-24",2021-05-15,2.4
"15-24",2021-05-16,2.1
"15-24",2021-05-17,1.9
"15-24",2021-05-18,1.7
"15-24",2021-05-19,2
"15-24",2021-05-20,2.3
"15-24",2021-05-21,2
"15-24",2021-05-22,1.7
"15-24",2021-05-23,2
"15-24",2021-05-24,1.7
"15-24",2021-05-25,2
"15-24",2021-05-26,1.6
"15-24",2021-05-27,2
"15-24",2021-05-28,2
"15-24",2021-05-29,2.1
"15-24",2021-05-30,1.7
"15-24",2021-05-31,2
"15-24",2021-06-01,1.4
"15-24",2021-06-02,1.3
"15-24",2021-06-03,1.3
"15-24",2021-06-04,1.3
"15-24",2021-06-05,1.3
"15-24",2021-06-06,1.6
"15-24",2021-06-07,1.9
"15-24",2021-06-08,2.1
"15-24",2021-06-09,2.4
"15-24",2021-06-10,1.9
"15-24",2021-06-11,2
"15-24",2021-06-12,1.7
"15-24",2021-06-13,1.6
"15-24",2021-06-14,1.1
"15-24",2021-06-15,1.3
"15-24",2021-06-16,1.6
"15-24",2021-06-17,1.6
"15-24",2021-06-18,1.6
"15-24",2021-06-19,1.7
"15-24",2021-06-20,2
"15-24",2021-06-21,2.1
"15-24",2021-06-22,1.9
